# Bundesland;Name des Betriebs ;Straße / Haus-Nr.;Ort;Alte Zulassungs-nummern;Neue Zulassungsnummer;Zulassungsnummer Eierpackstellen;CS;RW;WM;SH;CP;SH;CP;SH;CP;GHE;CP;MM;MP;MSM;PP;CC;PP;CC;PP;CC;PP;CC;PP;CC;PP;EPC;LEP;PP;AH;FV;ZV;FFPP;PP;WM;PC;DC;PP;Einschränkungen;Bemerkungen;Zulassung befristet bis;Zulassung ruht seit;Drittlandzulassungen;
RP;SIMON-Fleisch GmbH;Gutenbergstraße 14;54516 Wittlich;;RP 23027;;;;;;;;;fG;fG;wL, wU, wG, wA;wL, wU, wG, wA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;St. Josef Krankenhaus Zell;Barlstraße 7;56856 Zell;;RP 06016;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
RP;Stefan Hof;Dierdorfer Straße 140;56564 Neuwied;;RP 17021;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
RP;Stefan Menges;Koblenzer Straße 33;56459 Rothenbach;;RP 24027;;;;;S, B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Seniorenheim Mühlenau GmbH;Barentoner Straße 4-6;56305 Puderbach;;RP 17027;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
RP;Seniorenresidenz-Wohnpark VG Nieder-Olm - Gemeinnützige Gesellschaft für ambulante und stationäre Altenhilfe GFAmbH;Mühlenweg 25;55268 Nieder-Olm;;RP 16004;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
RP;Stiftung Heilig-Geist-Hospital Bingen;Kapuzinerstraße 15-17;55411 Bingen;;RP 16026;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
RP;Süss GmbH;Laumersheimer Straße 4;67256 Weisenheim am Sand;;RP 08003;;;;;;B, O;;A;;;;;;B, P, A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Sutter GmbH;Auf der Wöllsteiner Höhe 2;55599 Gau-Bickelheim;;RP 03001;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Thiergarten-Forelle;Auf der Geig 1;54311 Trierweiler;;RP 22019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;
RP;Thomas Meurer;Hauptstraße 36;56858 Rödelhausen;;RP 19030;;;;;B, P;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Tobias Schönung und  Felix Schönung;Gut Rothenhof 1;76855 Annweiler;;RP 20018;;;;;B, O;B, O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Udo Kollig;Bahnhofstraße 17;56422 Wirges;;RP 24039;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Verbundkrankenhaus Bernkastel-Wittlich, Abteilung Küche;Karl-Binz-Weg 12;54470 Bernkastel-Kues;;RP 23022;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
RP;Vieh- und Fleischhandlung Höfer-Leidig;Hassel 1;57581 Katzwinkel (Sieg);;RP 01042;;;;;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;VLG Trier c-gro C&C Großhandel GmbH;Metternichstraße 48;54292 Trier;;RP 33002;;;;;;S, B, O, P, C;;;;;;;S, B, O, P, C;S, B, O, P, C;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Meierdierks Vorzugsmilch;Lüninghauser Straße 31;28865 Lilienthal;NI 413; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
NI;METRO SB-Markt GmbH & Co. KG;Lüneburger Straße 10;30880 Laatzen;NI-EFU 009; ;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Milch-Hof Osterwiese Direkt GbR;Osterwiesen 2;31311 Uetze;NI 306; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
NI;Molkerei Ammerland eG;Oldenburger Landstraße 1a;26215 Wiefelstede;NI 064;NI 14064;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
NI;Molkerei Hasenfleet eG;Hasenfleet 3;21787 Oberndorf;NI 099; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
NI;Molkerei Wagenfeld;Diepholzer Straße 16;49419 Wagenfeld;NI 007; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
NI;Möller & Reichenbach GmbH;Aueweg 3-5;21423 Winsen (Luhe);NI-EFB 411; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
NI;Negenborner Räucherfisch GmbH;Werner-von-Negenborn-Straße 1;30900 Wedemark;NI-EFB 030; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
NI;Neptun Hullmann Fischvermarktung OHG;Am Binnenhafen 1;26919 Brake (Unterweser);NI-EFB 500; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
NI;Nestlé Schöller Produktions GmbH;Hamburger Straße 4;29525 Uelzen;NI 076; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
NI;DMK  Deutsches Milchkontor GmbH  - Werk Neubörger;Molkereistraße 18;26909 Neubörger;NI 109; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
NI;DMK  Deutsches Milchkontor GmbH  - Werk Zeven;Industriestraße 27;27404 Zeven;NI 010; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
NI;Krabben-Bremer GmbH;An der Packhalle 13;27572 Bremerhaven;HB-EFB 029; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
NI;Kutterfisch-Zentrale GmbH;Niedersachsenstraße - Halle IX 0;27472 Cuxhaven;;NI 11081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
NI;Petri Feinkost GmbH & Co. KG;Claus-Petri-Straße 3;31868 Ottenstein;NI 107; ;;;;;;;;;;;;;;;;;;;;;;;;;;B, C;;;;;;;;;;;;;;;;;;
NI;Poppinga Käseservice;Osterhusen 5;26409 Wittmund;NI 104; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
NI;Räucherfischfeinkost Gebrüder Stüben;Präsident-Herwig-Straße 23;27472 Cuxhaven;NI-EFB 004; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
NI;R&R Ice Cream Deutschland GmbH;Eduard-Pestel-Straße 15;49080 Osnabrück;NI 087; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
NI;Rücker GmbH;Egelser Straße 111;26605 Aurich;NI 057; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
NI;Sauermilchkäserei, Albert Schmiedecke;Dorfstraße 18;38524 Sassenburg;NI 204; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
NI;Siebrands Fischereibetrieb GmbH & Co. KG;Kleinbahnstraße 23;26736 Krummhörn;NI-EFB 069, NI-EFU 506; ;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
RP;Metzgerei Hans-Henning Schmidt, Inh.: Dirk Schmidt e.K.;Hachenburger Straße 12;57567 Daaden;;RP 01017;;;;;B, P;B, P;;;;;;wL, wU, wG, wA;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Heinz Schleider;Hauptstraße 38;55546 Hackenheim;;RP 11017;;;;;S, B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Hepp KG;Hauptstraße 64;67317 Altleinlingen;;RP 08011;;;;;P;S, B, O, P, C;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Hombach;Wehbachstraße 3;57548 Kirchen (Sieg);;RP 01013;;;;;B, P;B, P;;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Jakoby;Kirchbergerstraße 47;55483 Dickenschied;;RP 19002;;;;;S, B, O, P, C;S, B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Jörg Keller;Untere Schöffergasse 8a;55234 Offenheim;;RP 03010;;;;;;S, B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Selbstvermarktung Hermann Eichenauer;Frankfurter Straße 38;63628 Bad Soden-Salmünster;;HE 10341;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Selbstvermarktung Hof Ziegelhütte;Fischbachstraße 15;34286 Spangenberg;;HE 30331;;;;;P;P;;;;;;;;P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Selgros Großhandelsmarkt Griesheim;Zusestraße 2;64347 Griesheim;;HE 10366;;;;;;B, P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
HE;Sippel`s Wurst-Boutique GmbH;Heidehof 1;35789 Weilmünster;;HE 20163;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Spedition Bork GmbH & Co. KG;Auf dem Hüttenberg 9;35428 Langgöns;;HE 20000;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Spruck GbR Direktvermarktung;Zum Toracker 2;34576 Homberg (Efze);;HE 30312;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Stephan Graml;Ludwigstraße 4;35102 Lohra;;HE 20196;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;ÖZTEK Dönerproduktion Fleischgroß- und Einzelhandel GmbH;Sandwiesenstraße 18a;64665 Alsbach-Hähnlein;;HE 10399;;;;;;B;;A;;;;;;B, P, A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Thomas Kühn;Ortsstraße 11;35423 Lich;;HE 20151;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;TK Star GmbH;Katharina-Kemmler-Straße 2;65719 Hofheim am Taunus;;HE 10216;;;;;;B;;A;;;;;;B, P, A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Traditionsmetzgerei Axel Kramer;k.a. 0;34582 Borken;;HE 30101;;;;;P;B, P;;;;;wL, wU, wG, wA;wL, wU, wG, wA;;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Tran Soan Tiefkühlhaus GmbH & Co. KG;Darmstädter Straße 73;64572 Büttelborn;;HE 10028;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Unger GbR - Franz Josef Unger;Reichelsheimer Straße 20;64658 Fürth;;HE 10218;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Uwe Duske;Potsdamer Straße 7;35085 Rauischholzhausen;;HE 21045;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
HE;Uwe Roth;Birkenhof 1;37281 Wanfried;;HE 31039;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
HE;Vieh- und Fleischhandel GmbH;Ringstraße 17;35719 Angelburg;;HE 20115;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Vieh- und Fleischhandlung Heinrich Köster;Viehweg 6;35104 Lichtenfels;;HE 30114;;;;;S, B, O, P, C;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Volkhard Schnug;Frankfurter Straße 1a;57614 Wahlrod;;RP 24030;;;;;B, P;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Weinstraßen C+C Großhandels GmbH;Joachim-Meichssner-Straße 2;67433 Neustadt an der Weinstraße;;RP 30001;;;;;;;;;;;wL, wU, wG, wA;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;S, B, O, C;;;;;;;;X;;;;;;;;;;
RP;Werner Fritz;Obergasse 19;76877 Offenbach ;;RP 20015;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Werner Neumann;Hof Meerheck, Mainzer Straße 55;56566 Neuwied;;RP 17013;;;;;O, C;O, C;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Westerwald Ei GmbH;Hauptstraße 7;57635 Hasselbach;;RP 01021;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
RP;Westerwald-Jugendherberge, Jugendgästehaus Bad Marienberg;Erlenweg 4;56470 Bad Marienberg;;RP 24055;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
RP;Westpfalz-Werkstätten im GfMB GmbH;Bruchwiesenstraße 31;66849 Landstuhl;;RP 26009;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
NI;Snackmaster Tiefkühlprodukte GmbH & Co. KG;Alter Heuweg 25;29690 Schwarmstedt;NI 407, NI-8-400; ;;;;;;;;;;;;;;;;bl, mp, pap;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
NI;TURM-Sahne GmbH;Westerender Weg 24;26125 Oldenburg (Oldenburg);NI 046;NI 26125;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
NI;VION Convenience GmbH;Luther Weg 50;31515 Wunstorf;NI-EFB 302, EV 37; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
NI;Wesseloh & Co.;Hinter der Bahn 16;21435 Stelle;NI-EP 004; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
NI;WS Warmsener Spezialitäten GmbH;Bohnhorster Straße 17;31606 Warmsen;NI 042; ;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
NW;Abels Fleisch- und Wurstwaren GmbH & Co. KG;Industriestraße 25;47623 Kevelaer;;NW 50340;;;X;;;S, B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;AKGÜL, Fleischhandel & Döner Produktion;Gerberstraße 29-31;41748 Viersen;NW-EV 322; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Albert Rauch GmbH;Im Teelbruch 87;45219 Essen;NW-EUZ 302; ;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Alfons Bongartz Naturdärme;Im Dörener Feld 6;33100 Paderborn;EK 252, EV 11-010 C; ;;X;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
NW;Alfons Klaas, Inh. Helmut Klaas;Westerwieher Straße 208;33397 Rietberg;NW-ES 201, NW-EV 201; ;;;;;B, C, O, P, S;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Arnold Pisters;Hatzurodestraße 7;41812 Erkelenz;NW-EV 407; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;August Strothlücke GmbH & Co. KG, Fleischwarenfabrik;Berensweg 22;33415 Verl;EV 89, EV 89, EV 89; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;Japan(VI,PP)Canada(VI,PP);
NW;AYDIN Fleisch-Handels GmbH;Marktstraße 10;50968 Köln;EZ 876; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Tönnies Lebensmittel GmbH & Co. KG;In der Mark 2;33378 Rheda-Wiedenbrück;NW-ES 202, EK 917, EZ 917, EZ 917, NW-ES 202, EV 917; ;;X;;;B, C, O, P, S;S, B, C, O, P;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;Canada(I,CP)Canada(I,SH);
NW;Baumeister Fleischhandel GmbH;Alterweg 40d;48683 Ahaus;EZ 595; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Beckers Convenience GmbH;Marienstraße 3;46325 Borken;NW-EK 543; ;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Westfleisch Erkenschwick GmbH;Industriestraße 8-14;45739 Oer-Erkenschwick;ES 249, EUZ 512, EZ 206, EV 42, EZ 206, EZ 206, EZ 206;NW 86001;;X;X;;P;P;;;;;;;B, P;P;P;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Bernhard Kammermann GmbH & Co. KG;Lüchtenstraße 9;33758 Schloß Holte-Stukenbrock;EZG 38; ;;;;;;;;A, L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Jörg Sebastian;Bäderstraße 5;56864 Bad Bertrich;;RP 06020;;;;;;S, B, O, P, C;;;;R, fG;wL, wU, wG, wA;wL, wU, wG, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Jung GmbH;Hauptstraße 11;55768 Hoppstädten-Weiersbach;;RP 04003;;;;;B, P;B, P;;A;;;;;;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Klaus Gauer-Kneppel;Unterer Markt 3;54497 Morbach;;RP 23001;;;;;S, B, O, P, C;S, B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Koch;In den Hochwiesen 1;67297 Marnheim;;RP 12010;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Kropp;Ludwigstraße 1;76767 Hagenbach;;RP 10014;;;;;S, B, O, P, C;S, B, O, P, C;;;;R, fG;wL, wU, wG, wA;wL, wU, wG, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Viehandlung und Schlachtbetrieb Hubertus Weber;Homberger Straße 1;35287 Amöneburg;;HE 20187;;;;;B, O;B, O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;VION Convenience Frischecenter GmbH;Kreuzbergstr 37;36043 Fulda;;HE 30359;;;;;;B, P;;;;;;;B, P;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Volker Götz;Schmittgasse 2a;65468 Trebur;;HE 10417;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Volker Schmitt;Am Bahnhof 2;34633 Ottrau;;HE 30242;;;;;P;P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Volker Schuhmacher;Wernbornerstraße 11;61250 Usingen;;HE 10195;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;W. Klapproth GmbH & Co. KG, Fleisch- und Wurstwaren, Geschäftsführer Alfred Schmitt;Taunusstraße 35;61381 Friedrichsdorf;;HE 10326;;;;;;P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Waldenserhof, Inhaber Wilfried Fröhlich;Bösweg 4;63607 Wächtersbach;;HE 10287;;;;;B, O, P, C;B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Walter Reiß & Christel Göckel GbR;Bahnhofstraße 18;64331 Weiterstadt;;HE 10402;;;;;B, O, P;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Werbetaler Hofmolkerei;Delle 1;34513 Waldeck;;HE 30907;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
HE;WFS Wurst-und Fleischwaren-Service Vertriebsgesellschaft mbH;Nordendstraße 9;64546 Mörfelden-Walldorf;;HE 10378;;;X;;;S, B, O, P, C;;;;;;;S, B, O, P, C;S, B, O, P, C, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Wild and more, Inhaber Peter Michael Frieß;Bienenweg 1;35764 Sinn;;HE 20280;;;;;B, O, P, C;B, O, P, C;;;;;wL, wU, wG, wA;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Wildhandel Michael Zink;Rathausstraße 5;36369 Lautertal (Vogelsberg);;HE 20276;;;;;;;;;;fG;wL, wU, wG, wA;wL, wU, wG, wA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Wilhelm Selbach GmbH;Hochstraße 82;56626 Andernach;;RP 15034;;;;;;S, B, O, P, C;;;;R, fG;;wL, wU, wG, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Wirth Fleisch- und Wurstwaren GmbH;Osterstraße 4;55288 Udenheim;;RP 03008;;;;;;S, B, O, P, C;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;WIVA Frischeprodukte GmbH;Obersülzer Straße 35;67269 Grünstadt;;RP 08001;;;;;;S, B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Wolfgang Beyer;Kirchheimbolanderstraße 1b;67294 Bischheim;;RP 12020;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;
RP;Wolfgang Hertzler;Ransbrunnerhof 3;66957 Eppenbrunn;;RP 21025;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
RP;Wolfgang Hessemer;Haupstraße 10;67308 Zellertal;;RP 12023;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
RP;Yektat Dönerproduktion GmbH;Goethestraße 1-3;67373 Dudenhofen;;RP 18018;;;;;;B;;A, L;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Zentralküche St. Josef-Krankenhaus gGmbH;Kalvarienberg 4;54595 Prüm;;RP 05024;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
SH;SU 14 Madonna, (DEU 002030300), Inh Christian Wilhelm;Neukoogstraße  1;25845 Nordstrand;;SH 00171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
NW;bofrost Dienstleistungs GmbH & Co. KG;An der Oelmühle 6;47638 Straelen;EK 243, EUZ 17, NW-EFU 331; ;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Bull-Fleisch Dreseler Fleischvertriebs GmbH;Elias-Eller-Straße 27;42369 Wuppertal;EZ 805; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Dachser GmbH & Co. KG;Friedrich der Große 18;44628 Herne;EK 1019; ;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Dahlhoff Feinkost GmbH;Annabergstraße 150;45721 Haltern am See;EV 1470; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Deppe Naturdarm GmbH;Im Heetwinkel 25;46514 Schermbeck;EV 11-114 C; ;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischhandel Dirk Frankenberg;Benrather Straße 35;42115 Wuppertal;EZ 1206; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;E & H Fleisch- und Wurstwaren GmbH;Henschelstraße 3;48599 Gronau (Westf.);NW-EV 516; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;EG-Schlachthof Kotz GmbH & Co. KG;Ahornstraße 5;48496 Hopsten;ES 430; ;;;;;B, C, O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Erwin Gier Fleischgroßhandel GmbH;Konrad-Zuse-Straße 2;42477 Radevormwald;EZ 460.3; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;ERZE's Tiefkühlbackwaren;Hohe Warth 13;32052 Herford;NW-EV 225; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Euro Beef Fleischhandels GmbH;Schulstraße 10;50171 Kerpen;NW-EUZ 407; ;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;F. & H. Fleischgroßhandel GmbH;Henschelstraße 3;48599 Gronau (Westf.);EZ 516; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Feinkost Rüssmann KG;Kabeler Straße 9;58099 Hagen;EV 854; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Birkenhof GmbH & Co. KG - Fachmetzgerei Viersen;Ernst-Moritz-Arndt-Straße 10;41747 Viersen;EV 1094; ;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Boecker & Schauff GmbH;Liebigstraße 120;50823 Köln;NW-EZ 492; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;F.G.R. Fleischergenossenschaft Ruhr eG;Lützowstraße 10;45141 Essen;NW-EZ 307; ;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fischermanns GmbH & Co. KG;Am alten Viehof 1;47138 Duisburg;EV 11-123 FS; ;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;
